Metai,Nr,Žaidėja,EFF,Komanda,Metai,Nr,Žaidėja,PTS,Komanda,Metai,Nr,Žaidėja,FG%,Komanda,Metai,Nr,Žaidėja,FT%,Komanda,Metai,Nr,Žaidėja,REB,Komanda,Metai,Nr,Žaidėja,AST,Komanda,Metai,Nr,Žaidėja,BS,Komanda,Metai,Nr,Žaidėja,ST,Komanda,Metai,Nr,Žaidėja,TO,Komanda,Metai,Nr,Žaidėja,MIN,Komanda
2021,36.,Katrīna  Trankale,"5,44",Šiaulių Šiauliai-Vilmers,2021,36.,Dominyka  Paliulytė,"6,43",Klaipėdos Neptūnas,2021,36.,Brigita  Rimkevičiūtė,"36,78%",Šiaulių Šiauliai-Vilmers,2021,36.,Klaudija  Janionytė,"63,83%",Šiaulių Šiauliai-Vilmers,2021,36.,Eglė  Zabotkaitė,"3,33",Vilniaus Kibirkštis-MRU,2021,36.,Erika  Budajeva,"1,44",Klaipėdos LCC tarptautinis universitetas,2021,36.,Gabija  Strolytė,"0,11",Vilniaus Kibirkštis-VKM,2021,36.,Eva  Pernavaitė,"0,85",Vilniaus Kibirkštis-VKM,2021,36.,Urtė  Bukauskaitė,"1,71",Šiaulių Šiauliai-Vilmers,2021,36.,Eglė  Zabotkaitė,"20,50",Vilniaus Kibirkštis-MRU
2021,37.,Brigita  Sinickaitė,"5,29",Kauno Aistės-LSMU,2021,37.,Kateryna  Chikaodiri Dike,"6,09",Klaipėdos LCC tarptautinis universitetas,2021,37.,Brigita  Sinickaitė,"36,59%",Kauno Aistės-LSMU,2021,37.,Gustė  Drakšaitė,"62,50%",Klaipėdos LCC tarptautinis universitetas,2021,37.,Dalia  Donskichytė,"2,95",Klaipėdos Neptūnas,2021,37.,Agnesė  Garčinskaitė,"1,43",Kauno Aistės-LSMU,2021,37.,Arbe   Hashani,"0,09",Klaipėdos LCC tarptautinis universitetas,2021,37.,Neda  Pliatkutė,"0,84",Kauno Aistės-LSMU,2021,37.,Brigita  Sinickaitė,"1,71",Kauno Aistės-LSMU,2021,37.,Allison  Zalin,"20,10",Klaipėdos Neptūnas
2021,38.,Justina  Oficerovaitė,"5,24",Šiaulių Šiauliai-Vilmers,2021,38.,Brigita  Rimkevičiūtė,"5,87",Šiaulių Šiauliai-Vilmers,2021,38.,Dominyka  Paliulytė,"36,43%",Klaipėdos Neptūnas,2021,38.,Gabrielė  Šulskė,"60,98%",Vilniaus Kibirkštis-MRU,2021,38.,Ugnė  Grigaliūnaitė,"2,93",Vilniaus Kibirkštis-VKM,2021,38.,Rusnė  Būgaitė,"1,40",Klaipėdos LCC tarptautinis universitetas,2021,38.,Šeila  Gudinskaitė,"0,08",Vilniaus Kibirkštis-MRU,2021,38.,Livija  Sakevičiūtė,"0,83",Vilniaus Kibirkštis-MRU,2021,38.,Gintarė  Paulauskaitė,"1,70",Kauno Aistės-LSMU,2021,38.,Kristė  Timofejeva,"20,09",Kauno Aistės-LSMU
2021,39.,Brigita  Rimkevičiūtė,"4,33",Šiaulių Šiauliai-Vilmers,2021,39.,Klaudija  Janionytė,"5,75",Šiaulių Šiauliai-Vilmers,2021,39.,Gabija  Strolytė,"36,00%",Vilniaus Kibirkštis-VKM,2021,39.,Žaneta  Gustytė,"60,00%",Klaipėdos LCC tarptautinis universitetas,2021,39.,Urtė  Slavickaitė,"2,90",Kauno Aistės-LSMU,2021,39.,Martyna   Petrėnaitė,"1,30",Kauno Aistės-LSMU,2021,39.,Evelina  Razgutė,"0,07",Šiaulių Šiauliai-Vilmers,2021,39.,Karolina  Kazočiūnaitė,"0,82",Vilniaus Kibirkštis-MRU,2021,39.,Evelina  Razgutė,"1,67",Šiaulių Šiauliai-Vilmers,2021,39.,Brigita  Rimkevičiūtė,"19,93",Šiaulių Šiauliai-Vilmers
2021,40.,Greta  Stašelienė,"4,30",Kauno Aistės-LSMU,2021,40.,Karina  Budajeva,"5,33",Klaipėdos LCC tarptautinis universitetas,2021,40.,Andra  Gabalytė,"35,83%",Klaipėdos Neptūnas,2021,40.,Allison  Zalin,"54,55%",Klaipėdos Neptūnas,2021,40.,Klaudija  Janionytė,"2,81",Šiaulių Šiauliai-Vilmers,2021,40.,Kristė  Timofejeva,"1,27",Kauno Aistės-LSMU,2021,40.,Urtė  Ratavičiūtė,"0,07",Vilniaus Kibirkštis-VKM,2021,40.,Arbe   Hashani,"0,82",Klaipėdos LCC tarptautinis universitetas,2021,40.,Donica  Cosby,"1,67",Šiaulių Šiauliai-Vilmers,2021,40.,Agnesė  Garčinskaitė,"19,86",Kauno Aistės-LSMU
2021,41.,Enrika  Matiukaitė,"4,12",Šiaulių Šiauliai-Vilmers,2021,41.,Evelina  Razgutė,"5,27",Šiaulių Šiauliai-Vilmers,2021,41.,Urtė  Slavickaitė,"35,20%",Kauno Aistės-LSMU,2021,41.,Camille   Droguet,"52,94%",Vilniaus Kibirkštis-MRU,2021,41.,Rusnė  Būgaitė,"2,80",Klaipėdos LCC tarptautinis universitetas,2021,41.,Maisa Pereira Dias,"1,15",Klaipėdos Neptūnas,2021,41.,Urtė  Bukauskaitė,"0,06",Šiaulių Šiauliai-Vilmers,2021,41.,Austė  Jurevičiūtė,"0,80",Klaipėdos LCC tarptautinis universitetas,2021,41.,Beata  Staponaitė,"1,67",Klaipėdos LCC tarptautinis universitetas,2021,41.,Eva  Pernavaitė,"19,85",Vilniaus Kibirkštis-VKM
2021,42.,Karina  Budajeva,"4,00",Klaipėdos LCC tarptautinis universitetas,2021,42.,Kristė  Timofejeva,"5,27",Kauno Aistės-LSMU,2021,42.,Vanja  Petrovic,"34,85%",Klaipėdos LCC tarptautinis universitetas,2021,42.,Ugnė  Sirtautaitė,"50,00%","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,42.,Ahiyona  Vason,"2,67",Šiaulių Šiauliai-Vilmers,2021,42.,Allison  Zalin,"1,15",Klaipėdos Neptūnas,2021,42.,Danguolė  Pupkevičiūtė,"0,06",Šiaulių Šiauliai-Vilmers,2021,42.,Ugnė  Sirtautaitė,"0,73","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,42.,Martyna   Petrėnaitė,"1,65",Kauno Aistės-LSMU,2021,42.,Evelina  Razgutė,"19,73",Šiaulių Šiauliai-Vilmers
2021,43.,Saulė  Mikelionytė,"3,71",Vilniaus Kibirkštis-MRU,2021,43.,Danielė  Paunksnytė,"5,27",Vilniaus Kibirkštis-VKM,2021,43.,Saulė  Mikelionytė,"34,48%",Vilniaus Kibirkštis-MRU,2021,43.,Erika  Budajeva,"41,67%",Klaipėdos LCC tarptautinis universitetas,2021,43.,Saulė  Mikelionytė,"2,64",Vilniaus Kibirkštis-MRU,2021,43.,Urtė  Bukauskaitė,"1,12",Šiaulių Šiauliai-Vilmers,2021,43.,Klaudija  Janionytė,"0,06",Šiaulių Šiauliai-Vilmers,2021,43.,Eglė  Zabotkaitė,"0,72",Vilniaus Kibirkštis-MRU,2021,43.,Gintarė  Buškevičiūtė,"1,64",Vilniaus Kibirkštis-VKM,2021,43.,Brigita  Sinickaitė,"19,71",Kauno Aistės-LSMU
2021,44.,Dominyka  Paliulytė,"3,62",Klaipėdos Neptūnas,2021,44.,Vanja  Petrovic,"5,09",Klaipėdos LCC tarptautinis universitetas,2021,44.,Allison  Zalin,"33,78%",Klaipėdos Neptūnas,2021,44.,Justina  Oficerovaitė,"37,50%",Šiaulių Šiauliai-Vilmers,2021,44.,Audronė  Zdanevičiūtė,"2,54",Vilniaus Kibirkštis-MRU,2021,44.,Danielė  Paunksnytė,"1,09",Vilniaus Kibirkštis-VKM,2021,44.,Dominyka  Paliulytė,"0,05",Klaipėdos Neptūnas,2021,44.,Evelina  Razgutė,"0,67",Šiaulių Šiauliai-Vilmers,2021,44.,Savannah  Plentovich,"1,60",Klaipėdos Neptūnas,2021,44.,Vanja  Petrovic,"19,45",Klaipėdos LCC tarptautinis universitetas
2022,1.,Gintarė  Petronytė,"34,90",Vilniaus Kibirkštis,2022,1.,Gintarė  Petronytė,"21,30",Vilniaus Kibirkštis,2022,1.,Gintarė  Petronytė,"68,69%",Vilniaus Kibirkštis,2022,1.,Rachel Elise Theriot,"91,67%",Vilniaus Kibirkštis,2022,1.,Gintarė  Petronytė,"10,60",Vilniaus Kibirkštis,2022,1.,Dalia  Donskichytė,"6,65",Klaipėdos Neptūnas,2022,1.,Gintarė  Paulauskaitė,"1,61",Kauno Aistės-LSMU,2022,1.,Laura  Juškaitė,"2,20",Vilniaus Kibirkštis,2022,1.,Morgan  Lenahan,"5,50",Šiaulių Šiauliai-Vilmers,2022,1.,Tyra Marie Buss,"33,37",Kauno Aistės-LSMU
2022,2.,Tyra Marie Buss,"18,16",Kauno Aistės-LSMU,2022,2.,Tyra Marie Buss,"20,58",Kauno Aistės-LSMU,2022,2.,Gerda  Raulušaitytė,"64,55%",Vilniaus Kibirkštis,2022,2.,Viktoria  Balaban,"91,49%",Klaipėdos Neptūnas,2022,2.,Maiara  Pereira Dias,"8,80",Klaipėdos LCC tarptautinis universitetas,2022,2.,Morgan  Lenahan,"4,75",Šiaulių Šiauliai-Vilmers,2022,2.,Urtė  Čižauskaitė,"1,00",Kauno Aistės-LSMU,2022,2.,Tyra Marie Buss,"2,16",Kauno Aistės-LSMU,2022,2.,Dalia  Donskichytė,"3,50",Klaipėdos Neptūnas,2022,2.,Morgan  Lenahan,"33,00",Šiaulių Šiauliai-Vilmers
2022,3.,Laura  Juškaitė,"16,40",Vilniaus Kibirkštis,2022,3.,Morgan  Lenahan,"17,50",Šiaulių Šiauliai-Vilmers,2022,3.,Evelina  Razgutė,"60,00%",Kauno Aistės-LSMU,2022,3.,Lina  Loceniece,"90,91%",Klaipėdos LCC tarptautinis universitetas,2022,3.,Linda Victorine  Ndoli,"8,75",Klaipėdos Neptūnas,2022,3.,Tyra Marie Buss,"4,42",Kauno Aistės-LSMU,2022,3.,Gintarė  Petronytė,"0,85",Vilniaus Kibirkštis,2022,3.,Morgan  Lenahan,"2,00",Šiaulių Šiauliai-Vilmers,2022,3.,Danguolė  Pupkevičiūtė,"3,42",Šiaulių Šiauliai-Vilmers,2022,3.,Gintarė  Paulauskaitė,"32,94",Kauno Aistės-LSMU
2022,4.,Linda Victorine  Ndoli,"15,65",Klaipėdos Neptūnas,2022,4.,Lina  Loceniece,"16,24",Klaipėdos LCC tarptautinis universitetas,2022,4.,Livija  Sakevičiūtė,"56,86%",Vilniaus Kibirkštis,2022,4.,Yuliia  Hutevych,"88,89%",Šiaulių Šiauliai-Vilmers,2022,4.,Maisa Pereira Dias,"8,35",Klaipėdos LCC tarptautinis universitetas,2022,4.,Gabrielė  Šulskė,"4,20",Vilniaus Kibirkštis,2022,4.,Rūta  Stipra,"0,73",Šiaulių Šiauliai-Vilmers,2022,4.,Viktoria  Balaban,"1,84",Klaipėdos Neptūnas,2022,4.,Laurita  Jurčiūtė,"3,32",Klaipėdos LCC tarptautinis universitetas,2022,4.,Rūta  Stipra,"32,91",Šiaulių Šiauliai-Vilmers
2022,5.,Rūta  Stipra,"13,91",Šiaulių Šiauliai-Vilmers,2022,5.,Laurita  Jurčiūtė,"15,79",Klaipėdos LCC tarptautinis universitetas,2022,5.,Linda Victorine  Ndoli,"52,26%",Klaipėdos Neptūnas,2022,5.,Gintarė  Petronytė,"86,49%",Vilniaus Kibirkštis,2022,5.,Rūta  Stipra,"7,55",Šiaulių Šiauliai-Vilmers,2022,5.,Laura  Juškaitė,"4,00",Vilniaus Kibirkštis,2022,5.,Enrika  Matiukaitė,"0,58",Šiaulių Šiauliai-Vilmers,2022,5.,Dalia  Donskichytė,"1,65",Klaipėdos Neptūnas,2022,5.,Salome  Cordinier,"3,05",Klaipėdos LCC tarptautinis universitetas,2022,5.,Laurita  Jurčiūtė,"31,21",Klaipėdos LCC tarptautinis universitetas
2022,6.,Morgan  Lenahan,"13,25",Šiaulių Šiauliai-Vilmers,2022,6.,Laura  Juškaitė,"13,60",Vilniaus Kibirkštis,2022,6.,Gintarė  Mažionytė,"50,47%",Vilniaus Kibirkštis,2022,6.,Elizabete  Bulane,"86,49%",Klaipėdos LCC tarptautinis universitetas,2022,6.,Enrika  Matiukaitė,"6,50",Šiaulių Šiauliai-Vilmers,2022,6.,Agnė  Černeckytė,"3,35",Klaipėdos Neptūnas,2022,6.,Eglė  Zabotkaitė,"0,40",Vilniaus Kibirkštis,2022,6.,Maisa Pereira Dias,"1,60",Klaipėdos LCC tarptautinis universitetas,2022,6.,Agnė  Černeckytė,"3,05",Klaipėdos Neptūnas,2022,6.,Lina  Loceniece,"31,00",Klaipėdos LCC tarptautinis universitetas
2022,7.,Gabrielė  Šulskė,"13,20",Vilniaus Kibirkštis,2022,7.,Rūta  Stipra,"13,55",Šiaulių Šiauliai-Vilmers,2022,7.,Karolina  Kazočiūnaitė,"50,00%",Vilniaus Kibirkštis,2022,7.,Uliana  Datsko,"85,71%",Klaipėdos Neptūnas,2022,7.,Urtė  Čižauskaitė,"6,39",Kauno Aistės-LSMU,2022,7.,Justina  Miknaitė,"3,19",Vilniaus Kibirkštis,2022,7.,Linda Victorine  Ndoli,"0,40",Klaipėdos Neptūnas,2022,7.,Justina  Miknaitė,"1,57",Vilniaus Kibirkštis,2022,7.,Gabrielė  Šulskė,"3,00",Vilniaus Kibirkštis,2022,7.,Brigita  Rimkevičiūtė,"29,83",Šiaulių Šiauliai-Vilmers
2022,8.,Laurita  Jurčiūtė,"12,95",Klaipėdos LCC tarptautinis universitetas,2022,8.,Martyna   Petrėnaitė,"12,84",Kauno Aistės-LSMU,2022,8.,Rachel Elise Theriot,"50,00%",Vilniaus Kibirkštis,2022,8.,Laura  Juškaitė,"84,62%",Vilniaus Kibirkštis,2022,8.,Gintarė  Paulauskaitė,"5,94",Kauno Aistės-LSMU,2022,8.,Laurita  Jurčiūtė,"3,11",Klaipėdos LCC tarptautinis universitetas,2022,8.,Tyra Marie Buss,"0,37",Kauno Aistės-LSMU,2022,8.,Laurita  Jurčiūtė,"1,47",Klaipėdos LCC tarptautinis universitetas,2022,8.,Viktoria  Balaban,"2,68",Klaipėdos Neptūnas,2022,8.,Maiara  Pereira Dias,"29,25",Klaipėdos LCC tarptautinis universitetas
2022,9.,Maisa Pereira Dias,"12,90",Klaipėdos LCC tarptautinis universitetas,2022,9.,Linda Victorine  Ndoli,"12,05",Klaipėdos Neptūnas,2022,9.,Austė  Jurevičiūtė,"50,00%",Klaipėdos LCC tarptautinis universitetas,2022,9.,Gintarė  Paulauskaitė,"84,21%",Kauno Aistės-LSMU,2022,9.,Uliana  Datsko,"5,05",Klaipėdos Neptūnas,2022,9.,Gintarė  Petronytė,"3,05",Vilniaus Kibirkštis,2022,9.,Viktoria  Balaban,"0,37",Klaipėdos Neptūnas,2022,9.,Salome  Cordinier,"1,35",Klaipėdos LCC tarptautinis universitetas,2022,9.,Laura  Juškaitė,"2,60",Vilniaus Kibirkštis,2022,9.,Danguolė  Pupkevičiūtė,"28,08",Šiaulių Šiauliai-Vilmers
2022,10.,Gerda  Raulušaitytė,"11,95",Vilniaus Kibirkštis,2022,10.,Viktoria  Balaban,"11,58",Klaipėdos Neptūnas,2022,10.,Martyna   Petrėnaitė,"49,45%",Kauno Aistės-LSMU,2022,10.,Laurita  Jurčiūtė,"83,64%",Klaipėdos LCC tarptautinis universitetas,2022,10.,Gedvilė  Savostaitė,"5,00",Kauno Aistės-LSMU,2022,10.,Brigita  Sinickaitė,"2,94",Klaipėdos Neptūnas,2022,10.,Brigita  Rimkevičiūtė,"0,33",Šiaulių Šiauliai-Vilmers,2022,10.,Gabrielė  Šulskė,"1,30",Vilniaus Kibirkštis,2022,10.,Neda  Pliatkutė,"2,56",Kauno Aistės-LSMU,2022,10.,Linda Victorine  Ndoli,"27,65",Klaipėdos Neptūnas
2022,11.,Maiara  Pereira Dias,"11,85",Klaipėdos LCC tarptautinis universitetas,2022,11.,Gabrielė  Šulskė,"10,75",Vilniaus Kibirkštis,2022,11.,Saulė  Mikelionytė,"48,68%",Klaipėdos Neptūnas,2022,11.,Brigita  Sinickaitė,"80,49%",Klaipėdos Neptūnas,2022,11.,Morgan  Lenahan,"4,92",Šiaulių Šiauliai-Vilmers,2022,11.,Rachel Elise Theriot,"2,86",Vilniaus Kibirkštis,2022,11.,Laurita  Jurčiūtė,"0,26",Klaipėdos LCC tarptautinis universitetas,2022,11.,Uliana  Datsko,"1,25",Klaipėdos Neptūnas,2022,11.,Tyra Marie Buss,"2,37",Kauno Aistės-LSMU,2022,11.,Yuliia  Hutevych,"27,60",Šiaulių Šiauliai-Vilmers
2022,12.,Martyna   Petrėnaitė,"11,74",Kauno Aistės-LSMU,2022,12.,Danguolė  Pupkevičiūtė,"10,50",Šiaulių Šiauliai-Vilmers,2022,12.,Laura  Juškaitė,"48,08%",Vilniaus Kibirkštis,2022,12.,Agnė  Černeckytė,"79,45%",Klaipėdos Neptūnas,2022,12.,Brigita  Rimkevičiūtė,"4,75",Šiaulių Šiauliai-Vilmers,2022,12.,Justina   Kraujūnaitė,"2,67",Vilniaus Kibirkštis,2022,12.,Polina  Korbut,"0,25",Klaipėdos LCC tarptautinis universitetas,2022,12.,Audronė  Zdanevičiūtė,"1,22",Kauno Aistės-LSMU,2022,12.,Maisa Pereira Dias,"2,25",Klaipėdos LCC tarptautinis universitetas,2022,12.,Dalia  Donskichytė,"27,55",Klaipėdos Neptūnas
2022,13.,Uliana  Datsko,"11,50",Klaipėdos Neptūnas,2022,13.,Agnė  Černeckytė,"10,40",Klaipėdos Neptūnas,2022,13.,Ugnė  Sirtautaitė,"47,62%",Vilniaus Kibirkštis,2022,13.,Rūta  Stipra,"79,17%",Šiaulių Šiauliai-Vilmers,2022,13.,Laura  Juškaitė,"4,60",Vilniaus Kibirkštis,2022,13.,Neda  Pliatkutė,"2,61",Kauno Aistės-LSMU,2022,13.,Gabrielė  Šulskė,"0,25",Vilniaus Kibirkštis,2022,13.,Ligita  Tamutytė,"1,20",Klaipėdos Neptūnas,2022,13.,Gintarė  Petronytė,"2,15",Vilniaus Kibirkštis,2022,13.,Maisa Pereira Dias,"27,45",Klaipėdos LCC tarptautinis universitetas
2022,14.,Gintarė  Paulauskaitė,"10,78",Kauno Aistės-LSMU,2022,14.,Uliana  Datsko,"10,00",Klaipėdos Neptūnas,2022,14.,Enrika  Matiukaitė,"46,51%",Šiaulių Šiauliai-Vilmers,2022,14.,Martyna   Petrėnaitė,"78,00%",Kauno Aistės-LSMU,2022,14.,Kateryna  Chikaodiri Dike,"4,47",Klaipėdos LCC tarptautinis universitetas,2022,14.,Danguolė  Pupkevičiūtė,"2,58",Šiaulių Šiauliai-Vilmers,2022,14.,Karolina  Kazočiūnaitė,"0,25",Vilniaus Kibirkštis,2022,14.,Brigita  Rimkevičiūtė,"1,17",Šiaulių Šiauliai-Vilmers,2022,14.,Brigita  Rimkevičiūtė,"2,08",Šiaulių Šiauliai-Vilmers,2022,14.,Uliana  Datsko,"27,30",Klaipėdos Neptūnas
2022,15.,Lina  Loceniece,"10,76",Klaipėdos LCC tarptautinis universitetas,2022,15.,Ligita  Tamutytė,"9,50",Klaipėdos Neptūnas,2022,15.,Uliana  Datsko,"45,52%",Klaipėdos Neptūnas,2022,15.,Karolina  Kazočiūnaitė,"77,78%",Vilniaus Kibirkštis,2022,15.,Ligita  Tamutytė,"4,40",Klaipėdos Neptūnas,2022,15.,Eglė  Zabotkaitė,"2,50",Vilniaus Kibirkštis,2022,15.,Lina  Loceniece,"0,24",Klaipėdos LCC tarptautinis universitetas,2022,15.,Danguolė  Pupkevičiūtė,"1,17",Šiaulių Šiauliai-Vilmers,2022,15.,Maiara  Pereira Dias,"2,05",Klaipėdos LCC tarptautinis universitetas,2022,15.,Gintarė  Petronytė,"25,45",Vilniaus Kibirkštis
2022,16.,Agnė  Černeckytė,"10,10",Klaipėdos Neptūnas,2022,16.,Maiara  Pereira Dias,"9,45",Klaipėdos LCC tarptautinis universitetas,2022,16.,Gedvilė  Savostaitė,"44,71%",Kauno Aistės-LSMU,2022,16.,Linda Victorine  Ndoli,"76,19%",Klaipėdos Neptūnas,2022,16.,Laurita  Jurčiūtė,"4,11",Klaipėdos LCC tarptautinis universitetas,2022,16.,Deimantė  Žukaitė,"2,22",Kauno Aistės-LSMU,2022,16.,Maisa Pereira Dias,"0,20",Klaipėdos LCC tarptautinis universitetas,2022,16.,Elizabete  Bulane,"1,13",Klaipėdos LCC tarptautinis universitetas,2022,16.,Justina  Miknaitė,"2,00",Vilniaus Kibirkštis,2022,16.,Ligita  Tamutytė,"25,35",Klaipėdos Neptūnas
2022,17.,Ligita  Tamutytė,"10,05",Klaipėdos Neptūnas,2022,17.,Maisa Pereira Dias,"9,15",Klaipėdos LCC tarptautinis universitetas,2022,17.,Gabrielė  Šulskė,"43,40%",Vilniaus Kibirkštis,2022,17.,Gerda  Raulušaitytė,"75,56%",Vilniaus Kibirkštis,2022,17.,Martyna   Petrėnaitė,"4,11",Kauno Aistės-LSMU,2022,17.,Salome  Cordinier,"2,20",Klaipėdos LCC tarptautinis universitetas,2022,17.,Maiara  Pereira Dias,"0,20",Klaipėdos LCC tarptautinis universitetas,2022,17.,Deimantė  Žukaitė,"1,11",Kauno Aistės-LSMU,2022,17.,Lina  Loceniece,"2,00",Klaipėdos LCC tarptautinis universitetas,2022,17.,Agnė  Černeckytė,"25,00",Klaipėdos Neptūnas
2022,18.,Viktoria  Balaban,"9,42",Klaipėdos Neptūnas,2022,18.,Audronė  Zdanevičiūtė,"8,61",Kauno Aistės-LSMU,2022,18.,Brigita  Sinickaitė,"43,40%",Klaipėdos Neptūnas,2022,18.,Deimantė  Žukaitė,"75,00%",Kauno Aistės-LSMU,2022,18.,Justina  Miknaitė,"4,10",Vilniaus Kibirkštis,2022,18.,Elizabete  Bulane,"2,19",Klaipėdos LCC tarptautinis universitetas,2022,18.,Saulė  Globytė,"0,20",Klaipėdos Neptūnas,2022,18.,Linda Victorine  Ndoli,"1,10",Klaipėdos Neptūnas,2022,18.,Elizabete  Bulane,"2,00",Klaipėdos LCC tarptautinis universitetas,2022,18.,Karolina  Kazočiūnaitė,"24,75",Vilniaus Kibirkštis
2022,19.,Dalia  Donskichytė,"9,35",Klaipėdos Neptūnas,2022,19.,Yuliia  Hutevych,"8,60",Šiaulių Šiauliai-Vilmers,2022,19.,Morgan  Lenahan,"43,01%",Šiaulių Šiauliai-Vilmers,2022,19.,Livija  Sakevičiūtė,"73,91%",Vilniaus Kibirkštis,2022,19.,Gabrielė  Šulskė,"3,85",Vilniaus Kibirkštis,2022,19.,Maiara  Pereira Dias,"2,10",Klaipėdos LCC tarptautinis universitetas,2022,19.,Laura  Juškaitė,"0,20",Vilniaus Kibirkštis,2022,19.,Eglė  Zabotkaitė,"1,00",Vilniaus Kibirkštis,2022,19.,Justina   Kraujūnaitė,"2,00",Vilniaus Kibirkštis,2022,19.,Enrika  Matiukaitė,"24,50",Šiaulių Šiauliai-Vilmers
2022,20.,Urtė  Čižauskaitė,"9,22",Kauno Aistės-LSMU,2022,20.,Rachel Elise Theriot,"8,57",Vilniaus Kibirkštis,2022,20.,Ligita  Tamutytė,"42,59%",Klaipėdos Neptūnas,2022,20.,Audronė  Zdanevičiūtė,"73,47%",Kauno Aistės-LSMU,2022,20.,Karolina  Kazočiūnaitė,"3,70",Vilniaus Kibirkštis,2022,20.,Maisa Pereira Dias,"2,00",Klaipėdos LCC tarptautinis universitetas,2022,20.,Gerda  Raulušaitytė,"0,19",Vilniaus Kibirkštis,2022,20.,Gintarė  Paulauskaitė,"1,00",Kauno Aistės-LSMU,2022,20.,Urtė  Čižauskaitė,"1,83",Kauno Aistės-LSMU,2022,20.,Justina  Miknaitė,"24,38",Vilniaus Kibirkštis
2022,21.,Karolina  Kazočiūnaitė,"9,15",Vilniaus Kibirkštis,2022,21.,Gerda  Raulušaitytė,"8,52",Vilniaus Kibirkštis,2022,21.,Laurita  Jurčiūtė,"42,28%",Klaipėdos LCC tarptautinis universitetas,2022,21.,Danguolė  Pupkevičiūtė,"73,33%",Šiaulių Šiauliai-Vilmers,2022,21.,Gerda  Raulušaitytė,"3,57",Vilniaus Kibirkštis,2022,21.,Brigita  Rimkevičiūtė,"1,92",Šiaulių Šiauliai-Vilmers,2022,21.,Kamilė  Berenytė,"0,18",Šiaulių Šiauliai-Vilmers,2022,21.,Amalija  Pašajevaitė,"1,00",Kauno Aistės-LSMU,2022,21.,Rachel Elise Theriot,"1,79",Vilniaus Kibirkštis,2022,21.,Viktoria  Balaban,"24,21",Klaipėdos Neptūnas
2022,22.,Rachel Elise Theriot,"9,14",Vilniaus Kibirkštis,2022,22.,Dalia  Donskichytė,"8,50",Klaipėdos Neptūnas,2022,22.,Maiara  Pereira Dias,"42,13%",Klaipėdos LCC tarptautinis universitetas,2022,22.,Justina  Miknaitė,"72,22%",Vilniaus Kibirkštis,2022,22.,Eglė  Zabotkaitė,"3,55",Vilniaus Kibirkštis,2022,22.,Ligita  Tamutytė,"1,90",Klaipėdos Neptūnas,2022,22.,Livija  Sakevičiūtė,"0,16",Vilniaus Kibirkštis,2022,22.,Martyna   Petrėnaitė,"0,95",Kauno Aistės-LSMU,2022,22.,Karolina  Kazočiūnaitė,"1,70",Vilniaus Kibirkštis,2022,22.,Gabrielė  Šulskė,"24,20",Vilniaus Kibirkštis
2022,23.,Justina  Miknaitė,"9,10",Vilniaus Kibirkštis,2022,23.,Karolina  Kazočiūnaitė,"8,40",Vilniaus Kibirkštis,2022,23.,Urtė  Čižauskaitė,"41,98%",Kauno Aistės-LSMU,2022,23.,Eglė  Zabotkaitė,"71,43%",Vilniaus Kibirkštis,2022,23.,Gintarė  Mažionytė,"3,52",Vilniaus Kibirkštis,2022,23.,Audronė  Zdanevičiūtė,"1,89",Kauno Aistės-LSMU,2022,23.,Martyna   Petrėnaitė,"0,16",Kauno Aistės-LSMU,2022,23.,Gedvilė  Savostaitė,"0,89",Kauno Aistės-LSMU,2022,23.,Deimantė  Žukaitė,"1,67",Kauno Aistės-LSMU,2022,23.,Elizabete  Bulane,"24,19",Klaipėdos LCC tarptautinis universitetas
2022,24.,Eglė  Zabotkaitė,"9,10",Vilniaus Kibirkštis,2022,24.,Justina  Miknaitė,"8,14",Vilniaus Kibirkštis,2022,24.,Lina  Loceniece,"41,25%",Klaipėdos LCC tarptautinis universitetas,2022,24.,Urtė  Čižauskaitė,"70,97%",Kauno Aistės-LSMU,2022,24.,Viktoria  Balaban,"3,16",Klaipėdos Neptūnas,2022,24.,Yuliia  Hutevych,"1,80",Šiaulių Šiauliai-Vilmers,2022,24.,Agnė  Černeckytė,"0,15",Klaipėdos Neptūnas,2022,24.,Rachel Elise Theriot,"0,86",Vilniaus Kibirkštis,2022,24.,Rūta  Stipra,"1,64",Šiaulių Šiauliai-Vilmers,2022,24.,Salome  Cordinier,"23,90",Klaipėdos LCC tarptautinis universitetas
2022,25.,Gintarė  Mažionytė,"8,71",Vilniaus Kibirkštis,2022,25.,Eglė  Zabotkaitė,"7,95",Vilniaus Kibirkštis,2022,25.,Olha  Holodiuk,"40,91%",Šiaulių Šiauliai-Vilmers,2022,25.,Ligita  Tamutytė,"69,64%",Klaipėdos Neptūnas,2022,25.,Dalia  Donskichytė,"3,05",Klaipėdos Neptūnas,2022,25.,Karolina  Kazočiūnaitė,"1,75",Vilniaus Kibirkštis,2022,25.,Elizabete  Bulane,"0,13",Klaipėdos LCC tarptautinis universitetas,2022,25.,Rūta  Stipra,"0,82",Šiaulių Šiauliai-Vilmers,2022,25.,Linda Victorine  Ndoli,"1,60",Klaipėdos Neptūnas,2022,25.,Martyna   Petrėnaitė,"23,89",Kauno Aistės-LSMU
